question_id,question,answer_type,gold_answer,document,role,variant,answer_supported
Q017,What minimum encryption-key length is required for Cinder-X telemetry archives at Bravion Aerospace?,numeric,"3,072 bits",Q017_source_10.md,noise,noise_1,
Q017,What minimum encryption-key length is required for Cinder-X telemetry archives at Bravion Aerospace?,numeric,"3,072 bits",Q017_source_11.md,noise,noise_2,
Q017,What minimum encryption-key length is required for Cinder-X telemetry archives at Bravion Aerospace?,numeric,"3,072 bits",Q017_source_12.md,noise,noise_3,
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_01.md,conflict,archived,30 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_02.md,gold,active_authoritative,38 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_03.md,conflict,draft,30 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_04.md,conflict,secondary,30 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_05.md,conflict,wrong_scope,30 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_06.md,conflict,superseded,45 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_07.md,conflict,faq,45 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_08.md,conflict,planning,24 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_09.md,conflict,training,24 minutes
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_10.md,noise,noise_1,
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_11.md,noise,noise_2,
Q018,What cooling-off interval is required after sterilizing Batch-N4 vessels at Caldris Pharma?,numeric,38 minutes,Q018_source_12.md,noise,noise_3,
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_01.md,conflict,archived,"October 31, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_02.md,conflict,draft,"October 31, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_03.md,conflict,secondary,"October 31, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_04.md,conflict,wrong_scope,"October 31, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_05.md,conflict,superseded,"September 30, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_06.md,conflict,faq,"September 30, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_07.md,conflict,planning,"November 15, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_08.md,conflict,training,"November 15, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_09.md,noise,noise_1,
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_10.md,noise,noise_2,
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_11.md,gold,active_authoritative,"October 12, 2026"
Q019,On what date are Aurora-class emissions reports due at Norwyn Transit?,date,"October 12, 2026",Q019_source_12.md,noise,noise_3,
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_01.md,conflict,archived,"December 2, 2026"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_02.md,conflict,draft,"December 2, 2026"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_03.md,conflict,secondary,"December 2, 2026"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_04.md,conflict,wrong_scope,"December 2, 2026"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_05.md,conflict,superseded,"November 4, 2026"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_06.md,gold,active_authoritative,"November 18, 2026"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_07.md,conflict,faq,"November 4, 2026"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_08.md,conflict,planning,"January 13, 2027"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_09.md,conflict,training,"January 13, 2027"
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_10.md,noise,noise_1,
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_11.md,noise,noise_2,
Q020,On what date must the annual disaster-recovery exercise for Atlas-Blue systems occur at Peloris Bank?,date,"November 18, 2026",Q020_source_12.md,noise,noise_3,
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_01.md,gold,active_authoritative,"January 7, 2027"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_02.md,conflict,archived,"December 1, 2026"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_03.md,conflict,draft,"December 1, 2026"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_04.md,conflict,secondary,"December 1, 2026"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_05.md,conflict,wrong_scope,"December 1, 2026"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_06.md,conflict,superseded,"February 1, 2027"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_07.md,conflict,faq,"February 1, 2027"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_08.md,conflict,planning,"March 15, 2027"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_09.md,conflict,training,"March 15, 2027"
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_10.md,noise,noise_1,
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_11.md,noise,noise_2,
Q021,When does the revised Sentinel-R access standard take effect at Quantara Research?,date,"January 7, 2027",Q021_source_12.md,noise,noise_3,
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_01.md,conflict,archived,Release Engineering Team
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_02.md,conflict,draft,Release Engineering Team
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_03.md,conflict,secondary,Release Engineering Team
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_04.md,conflict,wrong_scope,Release Engineering Team
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_05.md,conflict,superseded,Security Operations Board
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_06.md,conflict,faq,Security Operations Board
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_07.md,conflict,planning,Product Delivery Office
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_08.md,gold,active_authoritative,Platform Reliability Council
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_09.md,conflict,training,Product Delivery Office
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_10.md,noise,noise_1,
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_11.md,noise,noise_2,
Q022,Which body has final approval authority for Zephyr-2 production releases at Avenor Systems?,entity,Platform Reliability Council,Q022_source_12.md,noise,noise_3,
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_01.md,conflict,archived,Laboratory Operations Office
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_02.md,conflict,draft,Laboratory Operations Office
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_03.md,gold,active_authoritative,Biosafety Compliance Office
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_04.md,conflict,secondary,Laboratory Operations Office
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_05.md,conflict,wrong_scope,Laboratory Operations Office
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_06.md,conflict,superseded,Clinical Programs Office
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_07.md,conflict,faq,Clinical Programs Office
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_08.md,conflict,planning,Facilities Safety Team
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_09.md,conflict,training,Facilities Safety Team
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_10.md,noise,noise_1,
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_11.md,noise,noise_2,
Q023,Which office may grant quarantine waivers for Delta-R specimens at Miravel Bio?,entity,Biosafety Compliance Office,Q023_source_12.md,noise,noise_3,
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_01.md,conflict,archived,Network Operations Center
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_02.md,conflict,draft,Network Operations Center
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_03.md,conflict,secondary,Network Operations Center
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_04.md,conflict,wrong_scope,Network Operations Center
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_05.md,conflict,superseded,Customer Reliability Team
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_06.md,conflict,faq,Customer Reliability Team
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_07.md,conflict,planning,Infrastructure Audit Office
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_08.md,conflict,training,Infrastructure Audit Office
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_09.md,noise,noise_1,
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_10.md,noise,noise_2,
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_11.md,noise,noise_3,
Q024,Which group owns the final investigation of P0-Crimson incidents at Rethora Networks?,entity,Critical Incident Review Board,Q024_source_12.md,gold,active_authoritative,Critical Incident Review Board
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_01.md,conflict,archived,AES-128-CBC
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_02.md,conflict,draft,AES-128-CBC
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_03.md,conflict,secondary,AES-128-CBC
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_04.md,conflict,wrong_scope,AES-128-CBC
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_05.md,gold,active_authoritative,AES-256-GCM
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_06.md,conflict,superseded,ChaCha20-Poly1305
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_07.md,conflict,faq,ChaCha20-Poly1305
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_08.md,conflict,planning,AES-256-CBC
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_09.md,conflict,training,AES-256-CBC
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_10.md,noise,noise_1,
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_11.md,noise,noise_2,
Q025,Which encryption profile is required for Nimbus-4 customer backups at Sorellian Data?,categorical,AES-256-GCM,Q025_source_12.md,noise,noise_3,
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_01.md,conflict,archived,Archive-Blue
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_02.md,conflict,draft,Archive-Blue
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_03.md,conflict,secondary,Archive-Blue
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_04.md,conflict,wrong_scope,Archive-Blue
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_05.md,conflict,superseded,Vault-Gold
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_06.md,conflict,faq,Vault-Gold
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_07.md,conflict,planning,Standard-Cold
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_08.md,conflict,training,Standard-Cold
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_09.md,noise,noise_1,
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_10.md,gold,active_authoritative,Glacier-Red
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_11.md,noise,noise_2,
Q026,Which storage tier must hold Borealis-7 forensic snapshots at Trivex Security?,categorical,Glacier-Red,Q026_source_12.md,noise,noise_3,
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_01.md,conflict,archived,Confidential-High
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_02.md,conflict,draft,Confidential-High
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_03.md,conflict,secondary,Confidential-High
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_04.md,conflict,wrong_scope,Confidential-High
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_05.md,conflict,superseded,Internal-Sensitive
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_06.md,conflict,faq,Internal-Sensitive
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_07.md,gold,active_authoritative,Restricted-Critical
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_08.md,conflict,planning,Restricted-Standard
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_09.md,conflict,training,Restricted-Standard
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_10.md,noise,noise_1,
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_11.md,noise,noise_2,
Q027,What risk classification applies to Lattice-K payment events at Umbralis Finance?,categorical,Restricted-Critical,Q027_source_12.md,noise,noise_3,
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_01.md,conflict,archived,Yes
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_02.md,conflict,draft,Yes
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_03.md,conflict,secondary,Yes
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_04.md,gold,active_authoritative,No
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_05.md,conflict,wrong_scope,Yes
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_06.md,conflict,superseded,Only with manager approval
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_07.md,conflict,faq,Only with manager approval
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_08.md,conflict,planning,Only during travel
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_09.md,conflict,training,Only during travel
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_10.md,noise,noise_1,
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_11.md,noise,noise_2,
Q028,May Ardent-5 contractors export classified case records to personal devices at Loxen Legal?,boolean,No,Q028_source_12.md,noise,noise_3,
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_01.md,conflict,archived,No
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_02.md,conflict,draft,No
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_03.md,conflict,secondary,No
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_04.md,conflict,wrong_scope,No
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_05.md,conflict,superseded,Only for external releases
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_06.md,conflict,faq,Only for external releases
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_07.md,conflict,planning,Only after an incident
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_08.md,conflict,training,Only after an incident
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_09.md,gold,active_authoritative,Yes
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_10.md,noise,noise_1,
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_11.md,noise,noise_2,
Q029,Is approval from two independent reviewers mandatory for Nova-Prime releases at Tyveris AI?,boolean,Yes,Q029_source_12.md,noise,noise_3,
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_01.md,conflict,archived,Yes
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_02.md,gold,active_authoritative,No
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_03.md,conflict,draft,Yes
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_04.md,conflict,secondary,Yes
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_05.md,conflict,wrong_scope,Yes
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_06.md,conflict,superseded,Only in development
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_07.md,conflict,faq,Only in development
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_08.md,conflict,planning,Only with product-owner approval
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_09.md,conflict,training,Only with product-owner approval
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_10.md,noise,noise_1,
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_11.md,noise,noise_2,
Q030,Can an offline Orion-Lite model bypass red-team review at Cevora Analytics?,boolean,No,Q030_source_12.md,noise,noise_3,
